var,lead,season_year,season,p_abaixo,p_normal,p_acima,obs_cat
temperatura,3,1988,FMA,0.2620,0.3010,0.4370,0
temperatura,3,1989,FMA,0.4538,0.2514,0.2948,1
temperatura,3,1990,FMA,0.3263,0.3697,0.3040,2
temperatura,3,1991,FMA,0.2716,0.4183,0.3101,0
temperatura,3,1992,FMA,0.2872,0.3482,0.3646,1
temperatura,3,1993,FMA,0.2583,0.5004,0.2413,1
temperatura,3,1994,FMA,0.3635,0.2888,0.3477,1
temperatura,3,1995,FMA,0.2569,0.3271,0.4161,0
temperatura,3,1996,FMA,0.3214,0.4157,0.2629,1
temperatura,3,1997,FMA,0.3337,0.3535,0.3128,0
temperatura,3,1998,FMA,0.3170,0.2153,0.4677,2
temperatura,3,1999,FMA,0.3920,0.3466,0.2614,1
temperatura,3,2000,FMA,0.3398,0.3949,0.2653,0
temperatura,3,2001,FMA,0.3989,0.2951,0.3060,2
temperatura,3,2002,FMA,0.2947,0.4480,0.2572,2
temperatura,3,2003,FMA,0.3478,0.2623,0.3899,2
temperatura,3,2004,FMA,0.3673,0.2503,0.3824,0
temperatura,3,2005,FMA,0.3295,0.3057,0.3648,1
temperatura,3,2006,FMA,0.3378,0.3666,0.2957,1
temperatura,3,2007,FMA,0.3054,0.3289,0.3657,2
temperatura,3,2008,FMA,0.3761,0.3135,0.3104,0
temperatura,3,2009,FMA,0.3185,0.3908,0.2907,1
temperatura,3,2010,FMA,0.3562,0.2729,0.3709,2
temperatura,3,2011,FMA,0.3769,0.3747,0.2483,1
temperatura,3,2012,FMA,0.4006,0.2965,0.3029,2
temperatura,3,2013,FMA,0.3171,0.3107,0.3722,0
temperatura,3,2014,FMA,0.3663,0.3228,0.3109,2
temperatura,3,2015,FMA,0.3446,0.2791,0.3763,1
temperatura,3,2016,FMA,0.2764,0.3430,0.3806,2
temperatura,3,2017,FMA,0.3889,0.3051,0.3060,0
temperatura,3,2018,FMA,0.3667,0.3171,0.3162,0
temperatura,3,2019,FMA,0.3163,0.2809,0.4027,1
temperatura,3,2020,FMA,0.3120,0.1879,0.5001,0
temperatura,3,2021,FMA,0.3660,0.3487,0.2853,0
temperatura,3,2022,FMA,0.3952,0.2948,0.3100,0
temperatura,3,2023,FMA,0.3784,0.3416,0.2800,0
temperatura,3,2024,FMA,0.3406,0.2441,0.4153,2
temperatura,3,2025,FMA,0.4019,0.3051,0.2930,2
temperatura,3,1980,MAM,0.2352,0.4117,0.3531,2
temperatura,3,1981,MAM,0.2609,0.3656,0.3735,0
temperatura,3,1982,MAM,0.2835,0.3812,0.3353,0
temperatura,3,1983,MAM,0.1654,0.4222,0.4124,1
temperatura,3,1984,MAM,0.3180,0.3936,0.2884,2
temperatura,3,1985,MAM,0.4235,0.3079,0.2686,1
temperatura,3,1986,MAM,0.3111,0.3879,0.3010,2
temperatura,3,1987,MAM,0.2160,0.3755,0.4085,1
temperatura,3,1988,MAM,0.2265,0.3928,0.3807,1
temperatura,3,1989,MAM,0.4381,0.3031,0.2588,1
temperatura,3,1990,MAM,0.2927,0.3609,0.3464,2
temperatura,3,1991,MAM,0.2789,0.3728,0.3484,0
temperatura,3,1992,MAM,0.2047,0.3828,0.4125,2
temperatura,3,1993,MAM,0.2617,0.3439,0.3944,2
temperatura,3,1994,MAM,0.3675,0.3143,0.3181,1
temperatura,3,1995,MAM,0.2066,0.4128,0.3806,1
temperatura,3,1996,MAM,0.3504,0.3206,0.3290,1
temperatura,3,1997,MAM,0.4237,0.2646,0.3117,0
temperatura,3,1998,MAM,0.1926,0.4348,0.3726,1
temperatura,3,1999,MAM,0.4585,0.2595,0.2820,0
temperatura,3,2000,MAM,0.3769,0.3144,0.3087,0
temperatura,3,2001,MAM,0.3899,0.3260,0.2842,2
temperatura,3,2002,MAM,0.3397,0.3309,0.3294,2
temperatura,3,2003,MAM,0.2468,0.3689,0.3844,1
temperatura,3,2004,MAM,0.3484,0.3433,0.3083,0
temperatura,3,2005,MAM,0.3126,0.3372,0.3502,2
temperatura,3,2006,MAM,0.3975,0.2878,0.3147,0
temperatura,3,2007,MAM,0.2374,0.3730,0.3896,2
temperatura,3,2008,MAM,0.4189,0.2923,0.2888,0
temperatura,3,2009,MAM,0.3873,0.2760,0.3367,1
temperatura,3,2010,MAM,0.3074,0.3204,0.3722,1
temperatura,3,2011,MAM,0.4921,0.2433,0.2646,0
temperatura,3,2012,MAM,0.3474,0.2828,0.3697,1
temperatura,3,2013,MAM,0.3193,0.3327,0.3480,0
temperatura,3,2014,MAM,0.3388,0.3167,0.3444,2
temperatura,3,2015,MAM,0.2707,0.2924,0.4369,1
temperatura,3,2016,MAM,0.2147,0.3549,0.4304,2
temperatura,3,2017,MAM,0.4891,0.2473,0.2635,0
temperatura,3,2018,MAM,0.4171,0.2637,0.3193,1
temperatura,3,2019,MAM,0.2978,0.3578,0.3444,2
temperatura,3,2020,MAM,0.2446,0.4525,0.3029,0
temperatura,3,2021,MAM,0.3728,0.2795,0.3477,0
temperatura,3,2022,MAM,0.4077,0.2694,0.3229,0
temperatura,3,2023,MAM,0.4671,0.2351,0.2978,0
temperatura,3,2024,MAM,0.2667,0.4172,0.3161,2
temperatura,3,2025,MAM,0.5426,0.2365,0.2209,2
temperatura,3,1980,AMJ,0.2943,0.3397,0.3660,1
temperatura,3,1981,AMJ,0.2606,0.3980,0.3414,0
temperatura,3,1982,AMJ,0.3043,0.3564,0.3393,0
temperatura,3,1983,AMJ,0.2105,0.4009,0.3886,2
temperatura,3,1984,AMJ,0.4139,0.2841,0.3020,2
temperatura,3,1985,AMJ,0.3805,0.2960,0.3234,0
temperatura,3,1986,AMJ,0.3998,0.2885,0.3117,2
temperatura,3,1987,AMJ,0.2833,0.3338,0.3829,1
temperatura,3,1988,AMJ,0.2551,0.3608,0.3841,0
temperatura,3,1989,AMJ,0.4833,0.2418,0.2749,1
temperatura,3,1990,AMJ,0.3405,0.3256,0.3339,1
temperatura,3,1991,AMJ,0.3011,0.3410,0.3579,2
temperatura,3,1992,AMJ,0.2343,0.4014,0.3643,2
temperatura,3,1993,AMJ,0.3468,0.3204,0.3328,1
temperatura,3,1994,AMJ,0.3648,0.2861,0.3491,1
temperatura,3,1995,AMJ,0.2627,0.3644,0.3729,1
temperatura,3,1996,AMJ,0.3707,0.3233,0.3060,0
temperatura,3,1997,AMJ,0.3444,0.3258,0.3298,0
temperatura,3,1998,AMJ,0.1658,0.3917,0.4425,1
temperatura,3,1999,AMJ,0.4442,0.2698,0.2860,0
temperatura,3,2000,AMJ,0.4971,0.2598,0.2431,2
temperatura,3,2001,AMJ,0.3720,0.3272,0.3007,2
temperatura,3,2002,AMJ,0.3943,0.3018,0.3039,2
temperatura,3,2003,AMJ,0.2738,0.3545,0.3717,2
temperatura,3,2004,AMJ,0.2905,0.3496,0.3599,1
temperatura,3,2005,AMJ,0.2944,0.3475,0.3581,2
temperatura,3,2006,AMJ,0.3430,0.3359,0.3211,0
temperatura,3,2007,AMJ,0.2523,0.4075,0.3402,2
temperatura,3,2008,AMJ,0.4149,0.2988,0.2863,0
temperatura,3,2009,AMJ,0.3901,0.2969,0.3130,0
temperatura,3,2010,AMJ,0.2414,0.3585,0.4001,0
temperatura,3,2011,AMJ,0.4465,0.2662,0.2872,0
temperatura,3,2012,AMJ,0.4040,0.2901,0.3058,1
temperatura,3,2013,AMJ,0.2944,0.3611,0.3446,1
temperatura,3,2014,AMJ,0.3083,0.3855,0.3061,2
temperatura,3,2015,AMJ,0.2997,0.3381,0.3622,1
temperatura,3,2016,AMJ,0.2069,0.3315,0.4617,1
temperatura,3,2017,AMJ,0.3593,0.2888,0.3519,1
temperatura,3,2018,AMJ,0.3963,0.2903,0.3134,1
temperatura,3,2019,AMJ,0.2632,0.4166,0.3202,2
temperatura,3,2020,AMJ,0.2394,0.3344,0.4262,0
temperatura,3,2021,AMJ,0.3655,0.3295,0.3049,0
temperatura,3,2022,AMJ,0.3980,0.2910,0.3110,0
temperatura,3,2023,AMJ,0.4044,0.2723,0.3233,0
temperatura,3,2024,AMJ,0.1910,0.5469,0.2621,2
temperatura,3,2025,AMJ,0.4113,0.3165,0.2722,2
temperatura,3,1980,MJJ,0.3288,0.3779,0.2933,1
temperatura,3,1981,MJJ,0.2559,0.5208,0.2233,0
temperatura,3,1982,MJJ,0.4033,0.3533,0.2435,1
temperatura,3,1983,MJJ,0.2413,0.3197,0.4389,2
temperatura,3,1984,MJJ,0.4059,0.2959,0.2982,2
temperatura,3,1985,MJJ,0.2836,0.3635,0.3528,0
temperatura,3,1986,MJJ,0.3721,0.3283,0.2996,2
temperatura,3,1987,MJJ,0.3066,0.3446,0.3488,1
temperatura,3,1988,MJJ,0.3281,0.3081,0.3639,0
temperatura,3,1989,MJJ,0.4240,0.3417,0.2343,0
temperatura,3,1990,MJJ,0.2918,0.4298,0.2784,0
temperatura,3,1991,MJJ,0.3428,0.3514,0.3057,1
temperatura,3,1992,MJJ,0.2576,0.4067,0.3356,2
temperatura,3,1993,MJJ,0.3152,0.4060,0.2788,1
temperatura,3,1994,MJJ,0.3659,0.3143,0.3198,1
temperatura,3,1995,MJJ,0.3680,0.3468,0.2852,2
temperatura,3,1996,MJJ,0.3830,0.3549,0.2621,0
temperatura,3,1997,MJJ,0.3341,0.4052,0.2607,1
temperatura,3,1998,MJJ,0.2545,0.2822,0.4633,0
temperatura,3,1999,MJJ,0.3884,0.3624,0.2493,0
temperatura,3,2000,MJJ,0.4400,0.3060,0.2541,1
temperatura,3,2001,MJJ,0.3286,0.3506,0.3208,1
temperatura,3,2002,MJJ,0.3492,0.3917,0.2591,2
temperatura,3,2003,MJJ,0.2896,0.2944,0.4160,2
temperatura,3,2004,MJJ,0.3026,0.3370,0.3603,0
temperatura,3,2005,MJJ,0.2821,0.2872,0.4308,2
temperatura,3,2006,MJJ,0.3257,0.3518,0.3225,1
temperatura,3,2007,MJJ,0.3342,0.3319,0.3339,1
temperatura,3,2008,MJJ,0.4186,0.3258,0.2556,0
temperatura,3,2009,MJJ,0.3942,0.3078,0.2980,0
temperatura,3,2010,MJJ,0.2823,0.2398,0.4780,1
temperatura,3,2011,MJJ,0.3988,0.3085,0.2927,0
temperatura,3,2012,MJJ,0.3520,0.4170,0.2310,1
temperatura,3,2013,MJJ,0.3458,0.3343,0.3199,1
temperatura,3,2014,MJJ,0.3204,0.3569,0.3228,2
temperatura,3,2015,MJJ,0.2968,0.3538,0.3494,2
temperatura,3,2016,MJJ,0.2046,0.2262,0.5691,0
temperatura,3,2017,MJJ,0.2759,0.3136,0.4106,0
temperatura,3,2018,MJJ,0.3672,0.3585,0.2743,2
temperatura,3,2019,MJJ,0.3365,0.3040,0.3594,2
temperatura,3,2020,MJJ,0.2966,0.2349,0.4686,2
temperatura,3,2021,MJJ,0.3577,0.3771,0.2653,0
temperatura,3,2022,MJJ,0.3561,0.2867,0.3572,1
temperatura,3,2023,MJJ,0.3702,0.2599,0.3699,1
temperatura,3,2024,MJJ,0.3895,0.2501,0.3604,2
temperatura,3,2025,MJJ,0.2903,0.2796,0.4301,2
temperatura,3,1979,JJA,0.3823,0.3038,0.3139,0
temperatura,3,1980,JJA,0.3545,0.3314,0.3141,1
temperatura,3,1981,JJA,0.3348,0.3859,0.2793,0
temperatura,3,1982,JJA,0.4549,0.2801,0.2650,2
temperatura,3,1983,JJA,0.3244,0.3316,0.3439,2
temperatura,3,1984,JJA,0.3353,0.3507,0.3140,1
temperatura,3,1985,JJA,0.2856,0.3654,0.3490,0
temperatura,3,1986,JJA,0.3221,0.3858,0.2922,1
temperatura,3,1987,JJA,0.3397,0.3127,0.3476,1
temperatura,3,1988,JJA,0.3024,0.3470,0.3505,0
temperatura,3,1989,JJA,0.3733,0.3093,0.3174,0
temperatura,3,1990,JJA,0.3567,0.2897,0.3536,0
temperatura,3,1991,JJA,0.3696,0.2980,0.3324,1
temperatura,3,1992,JJA,0.3104,0.2520,0.4376,1
temperatura,3,1993,JJA,0.2814,0.4037,0.3150,0
temperatura,3,1994,JJA,0.3753,0.2732,0.3515,0
temperatura,3,1995,JJA,0.3678,0.2844,0.3478,2
temperatura,3,1996,JJA,0.3366,0.3575,0.3059,0
temperatura,3,1997,JJA,0.3941,0.3155,0.2904,2
temperatura,3,1998,JJA,0.3681,0.2697,0.3622,2
temperatura,3,1999,JJA,0.3791,0.3229,0.2980,1
temperatura,3,2000,JJA,0.3804,0.3167,0.3029,1
temperatura,3,2001,JJA,0.2998,0.4055,0.2948,2
temperatura,3,2002,JJA,0.3294,0.3335,0.3371,2
temperatura,3,2003,JJA,0.2796,0.3796,0.3408,2
temperatura,3,2004,JJA,0.3135,0.3510,0.3356,0
temperatura,3,2005,JJA,0.3105,0.3099,0.3796,2
temperatura,3,2006,JJA,0.3198,0.3622,0.3180,2
temperatura,3,2007,JJA,0.3158,0.3617,0.3225,1
temperatura,3,2008,JJA,0.3787,0.3447,0.2767,2
temperatura,3,2009,JJA,0.3468,0.3238,0.3294,0
temperatura,3,2010,JJA,0.2799,0.3473,0.3728,1
temperatura,3,2011,JJA,0.3274,0.3774,0.2952,1
temperatura,3,2012,JJA,0.3675,0.3285,0.3040,2
temperatura,3,2013,JJA,0.3386,0.3049,0.3565,1
temperatura,3,2014,JJA,0.2959,0.3646,0.3394,2
temperatura,3,2015,JJA,0.3214,0.2778,0.4008,2
temperatura,3,2016,JJA,0.2205,0.1891,0.5904,0
temperatura,3,2017,JJA,0.2612,0.4138,0.3250,0
temperatura,3,2018,JJA,0.3320,0.3020,0.3660,1
temperatura,3,2019,JJA,0.2608,0.3511,0.3881,0
temperatura,3,2020,JJA,0.2830,0.3326,0.3844,2
temperatura,3,2021,JJA,0.3294,0.3315,0.3391,0
temperatura,3,2022,JJA,0.3005,0.3211,0.3784,0
temperatura,3,2023,JJA,0.3199,0.3073,0.3728,1
temperatura,3,2024,JJA,0.2975,0.3492,0.3533,2
temperatura,3,2025,JJA,0.2678,0.3562,0.3760,1
temperatura,3,1979,JAS,0.3180,0.4212,0.2608,0
temperatura,3,1980,JAS,0.5838,0.2001,0.2162,0
temperatura,3,1981,JAS,0.4861,0.2856,0.2283,0
temperatura,3,1982,JAS,0.3032,0.3937,0.3031,1
temperatura,3,1983,JAS,0.5393,0.1839,0.2768,1
temperatura,3,1984,JAS,0.4458,0.2985,0.2557,0
temperatura,3,1985,JAS,0.5873,0.2113,0.2014,1
temperatura,3,1986,JAS,0.5268,0.2387,0.2345,0
temperatura,3,1987,JAS,0.4006,0.2674,0.3320,1
temperatura,3,1988,JAS,0.3914,0.3162,0.2925,0
temperatura,3,1989,JAS,0.4131,0.3504,0.2364,0
temperatura,3,1990,JAS,0.4119,0.3015,0.2866,0
temperatura,3,1991,JAS,0.3866,0.3057,0.3077,0
temperatura,3,1992,JAS,0.4164,0.2452,0.3385,0
temperatura,3,1993,JAS,0.3499,0.3326,0.3174,0
temperatura,3,1994,JAS,0.2769,0.3855,0.3376,1
temperatura,3,1995,JAS,0.2973,0.3616,0.3410,2
temperatura,3,1996,JAS,0.3929,0.3217,0.2854,0
temperatura,3,1997,JAS,0.3691,0.3504,0.2805,2
temperatura,3,1998,JAS,0.1883,0.4608,0.3508,2
temperatura,3,1999,JAS,0.3589,0.3549,0.2863,1
temperatura,3,2000,JAS,0.3244,0.3824,0.2932,0
temperatura,3,2001,JAS,0.3602,0.3205,0.3193,1
temperatura,3,2002,JAS,0.3560,0.3115,0.3325,2
temperatura,3,2003,JAS,0.3126,0.3120,0.3753,1
temperatura,3,2004,JAS,0.3202,0.3258,0.3540,2
temperatura,3,2005,JAS,0.2828,0.3722,0.3449,2
temperatura,3,2006,JAS,0.3729,0.3163,0.3107,2
temperatura,3,2007,JAS,0.3409,0.3038,0.3553,2
temperatura,3,2008,JAS,0.3614,0.3251,0.3135,1
temperatura,3,2009,JAS,0.2708,0.3741,0.3551,2
temperatura,3,2010,JAS,0.2196,0.3425,0.4378,2
temperatura,3,2011,JAS,0.2919,0.3319,0.3762,1
temperatura,3,2012,JAS,0.3240,0.3618,0.3142,2
temperatura,3,2013,JAS,0.2255,0.3896,0.3850,1
temperatura,3,2014,JAS,0.2569,0.3701,0.3729,2
temperatura,3,2015,JAS,0.2029,0.4244,0.3727,2
temperatura,3,2016,JAS,0.1613,0.3001,0.5386,1
temperatura,3,2017,JAS,0.2045,0.3462,0.4492,1
temperatura,3,2018,JAS,0.2705,0.3423,0.3873,0
temperatura,3,2019,JAS,0.1813,0.3020,0.5168,0
temperatura,3,2020,JAS,0.2023,0.3553,0.4424,2
temperatura,3,2021,JAS,0.2047,0.3814,0.4139,1
temperatura,3,2022,JAS,0.2253,0.3787,0.3961,0
temperatura,3,2023,JAS,0.2106,0.3417,0.4476,2
temperatura,3,2024,JAS,0.1535,0.3984,0.4481,2
temperatura,3,2025,JAS,0.1984,0.3424,0.4592,1
temperatura,3,1979,ASO,0.4710,0.2789,0.2502,1
temperatura,3,1980,ASO,0.5458,0.1980,0.2561,0
temperatura,3,1981,ASO,0.4791,0.2354,0.2854,0
temperatura,3,1982,ASO,0.3543,0.2904,0.3553,1
temperatura,3,1983,ASO,0.4698,0.2225,0.3078,0
temperatura,3,1984,ASO,0.4322,0.3331,0.2346,0
temperatura,3,1985,ASO,0.5222,0.2853,0.1925,2
temperatura,3,1986,ASO,0.4952,0.2615,0.2433,0
temperatura,3,1987,ASO,0.3775,0.2703,0.3521,0
temperatura,3,1988,ASO,0.4961,0.2802,0.2237,1
temperatura,3,1989,ASO,0.3312,0.4633,0.2056,0
temperatura,3,1990,ASO,0.5012,0.2278,0.2711,0
temperatura,3,1991,ASO,0.3243,0.3194,0.3563,0
temperatura,3,1992,ASO,0.5034,0.1715,0.3251,0
temperatura,3,1993,ASO,0.3641,0.3016,0.3343,0
temperatura,3,1994,ASO,0.2723,0.3726,0.3551,2
temperatura,3,1995,ASO,0.3191,0.3843,0.2966,1
temperatura,3,1996,ASO,0.3174,0.4342,0.2484,0
temperatura,3,1997,ASO,0.3658,0.2995,0.3347,2
temperatura,3,1998,ASO,0.2462,0.3823,0.3715,2
temperatura,3,1999,ASO,0.2433,0.5154,0.2413,0
temperatura,3,2000,ASO,0.2823,0.4274,0.2903,1
temperatura,3,2001,ASO,0.3163,0.3536,0.3302,1
temperatura,3,2002,ASO,0.5312,0.2171,0.2517,2
temperatura,3,2003,ASO,0.3174,0.3539,0.3287,1
temperatura,3,2004,ASO,0.3570,0.3030,0.3400,2
temperatura,3,2005,ASO,0.3223,0.3090,0.3687,2
temperatura,3,2006,ASO,0.2961,0.3938,0.3101,1
temperatura,3,2007,ASO,0.3386,0.3200,0.3415,2
temperatura,3,2008,ASO,0.3118,0.3904,0.2978,1
temperatura,3,2009,ASO,0.2565,0.3834,0.3601,1
temperatura,3,2010,ASO,0.2038,0.3945,0.4017,0
temperatura,3,2011,ASO,0.2602,0.3895,0.3503,1
temperatura,3,2012,ASO,0.3437,0.3370,0.3194,2
temperatura,3,2013,ASO,0.2805,0.3824,0.3371,1
temperatura,3,2014,ASO,0.2782,0.3408,0.3810,2
temperatura,3,2015,ASO,0.2208,0.3394,0.4397,2
temperatura,3,2016,ASO,0.2088,0.2932,0.4980,1
temperatura,3,2017,ASO,0.1786,0.4068,0.4147,2
temperatura,3,2018,ASO,0.2726,0.3206,0.4069,0
temperatura,3,2019,ASO,0.1763,0.3293,0.4944,1
temperatura,3,2020,ASO,0.2001,0.3994,0.4004,2
temperatura,3,2021,ASO,0.2128,0.3862,0.4010,1
temperatura,3,2022,ASO,0.2201,0.4446,0.3353,0
temperatura,3,2023,ASO,0.1775,0.3847,0.4377,2
temperatura,3,2024,ASO,0.1608,0.4637,0.3756,2
temperatura,3,1979,SON,0.4029,0.3727,0.2245,0
temperatura,3,1980,SON,0.4035,0.3380,0.2585,0
temperatura,3,1981,SON,0.3958,0.3598,0.2444,0
temperatura,3,1982,SON,0.3375,0.3073,0.3552,1
temperatura,3,1983,SON,0.3200,0.3327,0.3473,0
temperatura,3,1984,SON,0.4770,0.3169,0.2061,1
temperatura,3,1985,SON,0.5252,0.2879,0.1868,1
temperatura,3,1986,SON,0.4696,0.3014,0.2290,1
temperatura,3,1987,SON,0.2944,0.3371,0.3685,0
temperatura,3,1988,SON,0.4397,0.3662,0.1942,0
temperatura,3,1989,SON,0.4448,0.3773,0.1779,0
temperatura,3,1990,SON,0.4902,0.2626,0.2472,1
temperatura,3,1991,SON,0.2982,0.3069,0.3949,1
temperatura,3,1992,SON,0.3211,0.3292,0.3497,0
temperatura,3,1993,SON,0.3326,0.3735,0.2939,2
temperatura,3,1994,SON,0.2727,0.3165,0.4108,2
temperatura,3,1995,SON,0.3672,0.3652,0.2676,0
temperatura,3,1996,SON,0.4043,0.3718,0.2238,0
temperatura,3,1997,SON,0.3075,0.3124,0.3801,2
temperatura,3,1998,SON,0.2821,0.3684,0.3496,0
temperatura,3,1999,SON,0.3802,0.3909,0.2290,0
temperatura,3,2000,SON,0.3670,0.3784,0.2546,2
temperatura,3,2001,SON,0.3165,0.3586,0.3250,1
temperatura,3,2002,SON,0.3944,0.3439,0.2617,2
temperatura,3,2003,SON,0.3392,0.3437,0.3171,1
temperatura,3,2004,SON,0.3773,0.3535,0.2691,2
temperatura,3,2005,SON,0.3142,0.3006,0.3852,1
temperatura,3,2006,SON,0.3297,0.3572,0.3132,1
temperatura,3,2007,SON,0.3372,0.3343,0.3284,2
temperatura,3,2008,SON,0.3109,0.3896,0.2995,0
temperatura,3,2009,SON,0.2828,0.3369,0.3803,2
temperatura,3,2010,SON,0.2813,0.3726,0.3461,1
temperatura,3,2011,SON,0.2973,0.3591,0.3436,0
temperatura,3,2012,SON,0.3507,0.3359,0.3134,2
temperatura,3,2013,SON,0.3949,0.3153,0.2898,1
temperatura,3,2014,SON,0.2776,0.3315,0.3909,2
temperatura,3,2015,SON,0.2018,0.2831,0.5151,2
temperatura,3,2016,SON,0.2608,0.3184,0.4208,1
temperatura,3,2017,SON,0.1899,0.2722,0.5379,2
temperatura,3,2018,SON,0.2467,0.3257,0.4277,0
temperatura,3,2019,SON,0.1801,0.2617,0.5583,2
temperatura,3,2020,SON,0.2256,0.3124,0.4620,2
temperatura,3,2021,SON,0.2633,0.3381,0.3986,1
temperatura,3,2022,SON,0.2854,0.3775,0.3371,0
temperatura,3,2023,SON,0.1711,0.2341,0.5948,2
temperatura,3,2024,SON,0.1938,0.3027,0.5035,2
temperatura,3,1979,OND,0.4240,0.3688,0.2072,1
temperatura,3,1980,OND,0.3537,0.3573,0.2889,1
temperatura,3,1981,OND,0.3792,0.3853,0.2355,0
temperatura,3,1982,OND,0.2573,0.3195,0.4231,1
temperatura,3,1983,OND,0.2066,0.3729,0.4205,0
temperatura,3,1984,OND,0.4110,0.3816,0.2074,0
temperatura,3,1985,OND,0.5137,0.3054,0.1809,1
temperatura,3,1986,OND,0.3853,0.3434,0.2712,1
temperatura,3,1987,OND,0.1931,0.2725,0.5344,1
temperatura,3,1988,OND,0.4942,0.3234,0.1824,0
temperatura,3,1989,OND,0.4087,0.4271,0.1642,0
temperatura,3,1990,OND,0.3419,0.3729,0.2852,2
temperatura,3,1991,OND,0.2335,0.3588,0.4077,2
temperatura,3,1992,OND,0.2094,0.3895,0.4011,0
temperatura,3,1993,OND,0.3177,0.4154,0.2669,2
temperatura,3,1994,OND,0.2337,0.3538,0.4125,2
temperatura,3,1995,OND,0.3295,0.3578,0.3128,0
temperatura,3,1996,OND,0.4497,0.3338,0.2165,1
temperatura,3,1997,OND,0.2079,0.3686,0.4235,2
temperatura,3,1998,OND,0.3556,0.3813,0.2630,0
temperatura,3,1999,OND,0.4783,0.3141,0.2075,0
temperatura,3,2000,OND,0.4289,0.3387,0.2324,2
temperatura,3,2001,OND,0.3407,0.3310,0.3283,1
temperatura,3,2002,OND,0.2630,0.3402,0.3968,2
temperatura,3,2003,OND,0.3402,0.3394,0.3204,1
temperatura,3,2004,OND,0.3255,0.4057,0.2688,0
temperatura,3,2005,OND,0.3272,0.3078,0.3651,1
temperatura,3,2006,OND,0.3567,0.3583,0.2851,1
temperatura,3,2007,OND,0.3591,0.3222,0.3186,2
temperatura,3,2008,OND,0.3753,0.3270,0.2977,0
temperatura,3,2009,OND,0.2688,0.3197,0.4116,2
temperatura,3,2010,OND,0.4182,0.3639,0.2179,0
temperatura,3,2011,OND,0.3644,0.3102,0.3254,0
temperatura,3,2012,OND,0.3094,0.3328,0.3577,2
temperatura,3,2013,OND,0.4241,0.3221,0.2538,1
temperatura,3,2014,OND,0.3064,0.3278,0.3658,2
temperatura,3,2015,OND,0.1834,0.3040,0.5126,2
temperatura,3,2016,OND,0.3894,0.3422,0.2683,1
temperatura,3,2017,OND,0.2300,0.2741,0.4959,1
temperatura,3,2018,OND,0.2904,0.3042,0.4054,1
temperatura,3,2019,OND,0.2063,0.2942,0.4996,2
temperatura,3,2020,OND,0.2919,0.2838,0.4243,1
temperatura,3,2021,OND,0.3507,0.3282,0.3211,0
temperatura,3,2022,OND,0.4333,0.2954,0.2714,0
temperatura,3,2023,OND,0.1786,0.2603,0.5611,2
temperatura,3,2024,OND,0.2455,0.2931,0.4614,2
temperatura,3,1979,NDJ,0.2437,0.4820,0.2742,0
temperatura,3,1980,NDJ,0.3722,0.3336,0.2942,1
temperatura,3,1981,NDJ,0.3328,0.4190,0.2482,0
temperatura,3,1982,NDJ,0.2493,0.2633,0.4873,1
temperatura,3,1983,NDJ,0.3061,0.3315,0.3625,2
temperatura,3,1984,NDJ,0.3163,0.4488,0.2349,0
temperatura,3,1985,NDJ,0.3979,0.3862,0.2160,1
temperatura,3,1986,NDJ,0.3366,0.4072,0.2562,2
temperatura,3,1987,NDJ,0.2122,0.3105,0.4773,2
temperatura,3,1988,NDJ,0.4139,0.3995,0.1865,0
temperatura,3,1989,NDJ,0.3669,0.4021,0.2310,1
temperatura,3,1990,NDJ,0.3276,0.3455,0.3269,1
temperatura,3,1991,NDJ,0.2786,0.2745,0.4470,1
temperatura,3,1992,NDJ,0.2324,0.4144,0.3532,0
temperatura,3,1993,NDJ,0.2921,0.4022,0.3056,2
temperatura,3,1994,NDJ,0.2869,0.2728,0.4403,2
temperatura,3,1995,NDJ,0.4255,0.2875,0.2870,1
temperatura,3,1996,NDJ,0.4123,0.3439,0.2439,1
temperatura,3,1997,NDJ,0.1869,0.2252,0.5879,2
temperatura,3,1998,NDJ,0.3966,0.3825,0.2209,1
temperatura,3,1999,NDJ,0.4371,0.3515,0.2114,0
temperatura,3,2000,NDJ,0.4117,0.3357,0.2526,2
temperatura,3,2001,NDJ,0.3508,0.3499,0.2994,1
temperatura,3,2002,NDJ,0.2840,0.3284,0.3877,2
temperatura,3,2003,NDJ,0.3335,0.3263,0.3402,0
temperatura,3,2004,NDJ,0.2651,0.3706,0.3643,0
temperatura,3,2005,NDJ,0.3332,0.3474,0.3194,0
temperatura,3,2006,NDJ,0.3250,0.3220,0.3530,1
temperatura,3,2007,NDJ,0.4215,0.2972,0.2813,0
temperatura,3,2008,NDJ,0.3661,0.3403,0.2936,0
temperatura,3,2009,NDJ,0.3138,0.3139,0.3724,2
temperatura,3,2010,NDJ,0.4410,0.3469,0.2121,1
temperatura,3,2011,NDJ,0.4013,0.2895,0.3091,0
temperatura,3,2012,NDJ,0.2927,0.2773,0.4299,1
temperatura,3,2013,NDJ,0.3970,0.3385,0.2645,2
temperatura,3,2014,NDJ,0.3300,0.3457,0.3244,2
temperatura,3,2015,NDJ,0.1791,0.2251,0.5959,2
temperatura,3,2016,NDJ,0.3832,0.3518,0.2650,1
temperatura,3,2017,NDJ,0.2952,0.2862,0.4186,0
temperatura,3,2018,NDJ,0.3191,0.3032,0.3777,2
temperatura,3,2019,NDJ,0.2777,0.2491,0.4732,0
