var,lead,season_year,season,p_abaixo,p_normal,p_acima,obs_cat
precipitacao,12,1982,JFM,0.3505,0.3599,0.2896,2
precipitacao,12,1983,JFM,0.3176,0.3020,0.3804,2
precipitacao,12,1984,JFM,0.2141,0.4868,0.2991,0
precipitacao,12,1985,JFM,0.3696,0.2476,0.3828,1
precipitacao,12,1986,JFM,0.4236,0.2626,0.3138,2
precipitacao,12,1987,JFM,0.2989,0.3000,0.4011,0
precipitacao,12,1988,JFM,0.2947,0.3644,0.3409,1
precipitacao,12,1989,JFM,0.2927,0.3041,0.4032,2
precipitacao,12,1990,JFM,0.3503,0.2648,0.3849,0
precipitacao,12,1991,JFM,0.3282,0.3609,0.3108,2
precipitacao,12,1992,JFM,0.3125,0.3348,0.3527,1
precipitacao,12,1993,JFM,0.2943,0.4152,0.2905,1
precipitacao,12,1994,JFM,0.3177,0.4088,0.2736,0
precipitacao,12,1995,JFM,0.3278,0.2864,0.3858,2
precipitacao,12,1996,JFM,0.2799,0.3606,0.3594,2
precipitacao,12,1997,JFM,0.3512,0.3009,0.3480,0
precipitacao,12,1998,JFM,0.3826,0.3203,0.2971,1
precipitacao,12,1999,JFM,0.2783,0.4181,0.3036,2
precipitacao,12,2000,JFM,0.3919,0.2860,0.3221,2
precipitacao,12,2001,JFM,0.3510,0.2659,0.3831,0
precipitacao,12,2002,JFM,0.4190,0.2991,0.2818,1
precipitacao,12,2003,JFM,0.3246,0.3230,0.3524,0
precipitacao,12,2004,JFM,0.3129,0.3573,0.3299,1
precipitacao,12,2005,JFM,0.3463,0.3124,0.3413,1
precipitacao,12,2006,JFM,0.3102,0.3597,0.3300,0
precipitacao,12,2007,JFM,0.3755,0.3461,0.2784,0
precipitacao,12,2008,JFM,0.2895,0.3756,0.3349,0
precipitacao,12,2009,JFM,0.3883,0.2837,0.3280,1
precipitacao,12,2010,JFM,0.3526,0.3141,0.3333,2
precipitacao,12,2011,JFM,0.3216,0.3683,0.3101,2
precipitacao,12,2012,JFM,0.3852,0.2764,0.3384,0
precipitacao,12,2013,JFM,0.3408,0.3529,0.3063,1
precipitacao,12,2014,JFM,0.3491,0.3643,0.2866,0
precipitacao,12,2015,JFM,0.3477,0.3627,0.2897,1
precipitacao,12,2016,JFM,0.3060,0.3926,0.3015,1
precipitacao,12,2017,JFM,0.2579,0.3448,0.3973,1
precipitacao,12,2018,JFM,0.3548,0.3472,0.2980,0
precipitacao,12,2019,JFM,0.3578,0.3456,0.2966,2
precipitacao,12,2020,JFM,0.2981,0.3850,0.3169,2
precipitacao,12,2021,JFM,0.2536,0.3525,0.3939,0
precipitacao,12,2022,JFM,0.3672,0.3184,0.3144,1
precipitacao,12,2023,JFM,0.3665,0.3435,0.2901,2
precipitacao,12,2024,JFM,0.3066,0.2834,0.4100,0
precipitacao,12,2025,JFM,0.2682,0.2324,0.4994,1
precipitacao,12,2026,JFM,0.4152,0.3349,0.2498,2
precipitacao,12,1981,FMA,0.3144,0.2227,0.4630,0
precipitacao,12,1982,FMA,0.3168,0.2616,0.4216,2
precipitacao,12,1983,FMA,0.3149,0.2797,0.4054,2
precipitacao,12,1984,FMA,0.3085,0.2029,0.4886,0
precipitacao,12,1985,FMA,0.3516,0.2870,0.3614,1
precipitacao,12,1986,FMA,0.3672,0.2844,0.3484,2
precipitacao,12,1987,FMA,0.3147,0.3113,0.3740,0
precipitacao,12,1988,FMA,0.3412,0.2532,0.4056,2
precipitacao,12,1989,FMA,0.3410,0.2876,0.3714,2
precipitacao,12,1990,FMA,0.2949,0.3599,0.3451,1
precipitacao,12,1991,FMA,0.3234,0.2860,0.3906,2
precipitacao,12,1992,FMA,0.3299,0.2817,0.3884,0
precipitacao,12,1993,FMA,0.4115,0.2200,0.3685,2
precipitacao,12,1994,FMA,0.3497,0.2408,0.4095,1
precipitacao,12,1995,FMA,0.2983,0.3590,0.3426,2
precipitacao,12,1996,FMA,0.3126,0.3478,0.3396,2
precipitacao,12,1997,FMA,0.3093,0.3482,0.3424,0
precipitacao,12,1998,FMA,0.3378,0.3042,0.3580,2
precipitacao,12,1999,FMA,0.4332,0.2995,0.2673,2
precipitacao,12,2000,FMA,0.2947,0.3779,0.3274,1
precipitacao,12,2001,FMA,0.2508,0.4508,0.2984,0
precipitacao,12,2002,FMA,0.3797,0.2802,0.3402,0
precipitacao,12,2003,FMA,0.2671,0.3814,0.3515,0
precipitacao,12,2004,FMA,0.3572,0.3060,0.3368,1
precipitacao,12,2005,FMA,0.3810,0.2857,0.3333,0
precipitacao,12,2006,FMA,0.3576,0.3152,0.3272,1
precipitacao,12,2007,FMA,0.3818,0.2910,0.3272,0
precipitacao,12,2008,FMA,0.3553,0.3034,0.3413,1
precipitacao,12,2009,FMA,0.2839,0.4263,0.2898,1
precipitacao,12,2010,FMA,0.3131,0.3938,0.2931,1
precipitacao,12,2011,FMA,0.3999,0.2831,0.3170,1
precipitacao,12,2012,FMA,0.3371,0.3838,0.2791,1
precipitacao,12,2013,FMA,0.3093,0.3164,0.3743,1
precipitacao,12,2014,FMA,0.3592,0.3315,0.3093,0
precipitacao,12,2015,FMA,0.3731,0.3401,0.2868,2
precipitacao,12,2016,FMA,0.3230,0.3536,0.3234,1
precipitacao,12,2017,FMA,0.2698,0.3870,0.3432,0
precipitacao,12,2018,FMA,0.3965,0.3158,0.2876,0
precipitacao,12,2019,FMA,0.3074,0.4450,0.2477,2
precipitacao,12,2020,FMA,0.3254,0.3810,0.2937,0
precipitacao,12,2021,FMA,0.3660,0.3697,0.2643,0
precipitacao,12,2022,FMA,0.2658,0.4452,0.2890,0
precipitacao,12,2023,FMA,0.2969,0.4819,0.2212,2
precipitacao,12,2024,FMA,0.2993,0.4485,0.2522,1
precipitacao,12,2025,FMA,0.4117,0.3109,0.2774,1
precipitacao,12,2026,FMA,0.4058,0.3743,0.2199,2
precipitacao,12,1980,MAM,0.2582,0.2766,0.4652,0
precipitacao,12,1981,MAM,0.2027,0.2294,0.5680,0
precipitacao,12,1982,MAM,0.2689,0.2318,0.4993,2
precipitacao,12,1983,MAM,0.3380,0.2943,0.3677,2
precipitacao,12,1984,MAM,0.2215,0.2705,0.5079,2
precipitacao,12,1985,MAM,0.3218,0.3210,0.3572,1
precipitacao,12,1986,MAM,0.2734,0.2669,0.4597,2
precipitacao,12,1987,MAM,0.2952,0.3017,0.4031,1
precipitacao,12,1988,MAM,0.2824,0.3432,0.3744,2
precipitacao,12,1989,MAM,0.3267,0.3582,0.3151,1
precipitacao,12,1990,MAM,0.3596,0.2881,0.3523,2
precipitacao,12,1991,MAM,0.3002,0.2672,0.4326,2
precipitacao,12,1992,MAM,0.3174,0.3081,0.3745,2
precipitacao,12,1993,MAM,0.2119,0.2216,0.5665,2
precipitacao,12,1994,MAM,0.2695,0.2758,0.4547,2
precipitacao,12,1995,MAM,0.3595,0.2960,0.3444,1
precipitacao,12,1996,MAM,0.3585,0.3930,0.2485,2
precipitacao,12,1997,MAM,0.3399,0.3249,0.3352,0
precipitacao,12,1998,MAM,0.3119,0.2454,0.4427,2
precipitacao,12,1999,MAM,0.2717,0.4998,0.2286,0
precipitacao,12,2000,MAM,0.3490,0.3023,0.3487,0
precipitacao,12,2001,MAM,0.3895,0.2952,0.3153,1
precipitacao,12,2002,MAM,0.3097,0.3024,0.3879,0
precipitacao,12,2003,MAM,0.3218,0.3057,0.3725,0
precipitacao,12,2004,MAM,0.3145,0.3661,0.3194,1
precipitacao,12,2005,MAM,0.3364,0.3453,0.3184,1
precipitacao,12,2006,MAM,0.2805,0.3088,0.4106,0
precipitacao,12,2007,MAM,0.3237,0.2853,0.3910,0
precipitacao,12,2008,MAM,0.3435,0.3550,0.3015,1
precipitacao,12,2009,MAM,0.3767,0.3355,0.2877,0
precipitacao,12,2010,MAM,0.3744,0.3566,0.2689,0
precipitacao,12,2011,MAM,0.3410,0.4384,0.2206,1
precipitacao,12,2012,MAM,0.4082,0.3694,0.2224,1
precipitacao,12,2013,MAM,0.3464,0.2453,0.4082,1
precipitacao,12,2014,MAM,0.3649,0.3450,0.2901,0
precipitacao,12,2015,MAM,0.3371,0.3086,0.3542,2
precipitacao,12,2016,MAM,0.3530,0.2723,0.3748,1
precipitacao,12,2017,MAM,0.4405,0.2812,0.2783,1
precipitacao,12,2018,MAM,0.3388,0.3840,0.2771,0
precipitacao,12,2019,MAM,0.3935,0.3007,0.3057,2
precipitacao,12,2020,MAM,0.3193,0.4864,0.1943,0
precipitacao,12,2021,MAM,0.3381,0.4411,0.2208,0
precipitacao,12,2022,MAM,0.4257,0.3004,0.2739,1
precipitacao,12,2023,MAM,0.4028,0.3448,0.2525,2
precipitacao,12,2024,MAM,0.3730,0.4098,0.2172,0
precipitacao,12,2025,MAM,0.4127,0.4333,0.1540,1
precipitacao,12,2026,MAM,0.3750,0.3764,0.2485,2
precipitacao,12,1980,AMJ,0.2642,0.3437,0.3921,1
precipitacao,12,1981,AMJ,0.1744,0.2847,0.5408,1
precipitacao,12,1982,AMJ,0.2246,0.3474,0.4280,1
precipitacao,12,1983,AMJ,0.3327,0.3867,0.2806,2
precipitacao,12,1984,AMJ,0.1791,0.2913,0.5297,2
precipitacao,12,1985,AMJ,0.2956,0.3822,0.3223,1
precipitacao,12,1986,AMJ,0.2572,0.3905,0.3523,0
precipitacao,12,1987,AMJ,0.2399,0.4683,0.2918,2
precipitacao,12,1988,AMJ,0.2200,0.3449,0.4351,2
precipitacao,12,1989,AMJ,0.2899,0.3574,0.3527,1
precipitacao,12,1990,AMJ,0.3403,0.3605,0.2992,1
precipitacao,12,1991,AMJ,0.2575,0.3678,0.3747,2
precipitacao,12,1992,AMJ,0.2664,0.3608,0.3728,1
precipitacao,12,1993,AMJ,0.1704,0.2961,0.5335,2
precipitacao,12,1994,AMJ,0.2601,0.3398,0.4001,2
precipitacao,12,1995,AMJ,0.3399,0.3382,0.3219,1
precipitacao,12,1996,AMJ,0.3182,0.3374,0.3443,1
precipitacao,12,1997,AMJ,0.3334,0.3921,0.2746,2
precipitacao,12,1998,AMJ,0.2909,0.3775,0.3316,2
precipitacao,12,1999,AMJ,0.2888,0.3355,0.3757,0
precipitacao,12,2000,AMJ,0.3921,0.3527,0.2552,0
precipitacao,12,2001,AMJ,0.3995,0.3489,0.2516,0
precipitacao,12,2002,AMJ,0.3375,0.3530,0.3094,0
precipitacao,12,2003,AMJ,0.2868,0.3456,0.3675,0
precipitacao,12,2004,AMJ,0.3175,0.3370,0.3456,2
precipitacao,12,2005,AMJ,0.2978,0.3275,0.3747,1
precipitacao,12,2006,AMJ,0.3006,0.3289,0.3705,0
precipitacao,12,2007,AMJ,0.3423,0.3438,0.3139,0
precipitacao,12,2008,AMJ,0.3206,0.3680,0.3115,2
precipitacao,12,2009,AMJ,0.4524,0.3053,0.2423,1
precipitacao,12,2010,AMJ,0.4132,0.3249,0.2619,0
precipitacao,12,2011,AMJ,0.3666,0.2926,0.3408,1
precipitacao,12,2012,AMJ,0.4375,0.3485,0.2140,2
precipitacao,12,2013,AMJ,0.3665,0.3333,0.3001,2
precipitacao,12,2014,AMJ,0.3985,0.3205,0.2810,0
precipitacao,12,2015,AMJ,0.3907,0.2943,0.3150,1
precipitacao,12,2016,AMJ,0.4010,0.2514,0.3477,2
precipitacao,12,2017,AMJ,0.3827,0.2250,0.3923,1
precipitacao,12,2018,AMJ,0.3719,0.3289,0.2992,0
precipitacao,12,2019,AMJ,0.4077,0.2924,0.2999,1
precipitacao,12,2020,AMJ,0.3719,0.3111,0.3171,0
precipitacao,12,2021,AMJ,0.3854,0.3030,0.3115,0
precipitacao,12,2022,AMJ,0.4353,0.3181,0.2466,0
precipitacao,12,2023,AMJ,0.5117,0.2506,0.2377,1
precipitacao,12,2024,AMJ,0.3845,0.3259,0.2896,0
precipitacao,12,2025,AMJ,0.5849,0.2175,0.1976,2
precipitacao,12,1980,MJJ,0.1758,0.3981,0.4261,1
precipitacao,12,1981,MJJ,0.2059,0.3703,0.4238,2
precipitacao,12,1982,MJJ,0.1955,0.3300,0.4746,2
precipitacao,12,1983,MJJ,0.1778,0.4652,0.3570,2
precipitacao,12,1984,MJJ,0.1592,0.4874,0.3534,1
precipitacao,12,1985,MJJ,0.2485,0.3413,0.4102,0
precipitacao,12,1986,MJJ,0.2359,0.3332,0.4309,1
precipitacao,12,1987,MJJ,0.2754,0.3167,0.4079,2
precipitacao,12,1988,MJJ,0.2234,0.4221,0.3545,2
precipitacao,12,1989,MJJ,0.3220,0.3229,0.3551,2
precipitacao,12,1990,MJJ,0.2317,0.4362,0.3321,2
precipitacao,12,1991,MJJ,0.2607,0.3519,0.3873,1
precipitacao,12,1992,MJJ,0.3119,0.3070,0.3811,2
precipitacao,12,1993,MJJ,0.1632,0.4571,0.3796,1
precipitacao,12,1994,MJJ,0.2158,0.4437,0.3405,2
precipitacao,12,1995,MJJ,0.3196,0.3107,0.3697,2
precipitacao,12,1996,MJJ,0.3000,0.3799,0.3201,1
precipitacao,12,1997,MJJ,0.3273,0.3418,0.3309,1
precipitacao,12,1998,MJJ,0.1965,0.3394,0.4641,1
precipitacao,12,1999,MJJ,0.3062,0.3694,0.3244,1
precipitacao,12,2000,MJJ,0.3047,0.3129,0.3824,0
precipitacao,12,2001,MJJ,0.3719,0.2507,0.3775,1
precipitacao,12,2002,MJJ,0.3646,0.2773,0.3581,0
precipitacao,12,2003,MJJ,0.2654,0.3782,0.3565,0
precipitacao,12,2004,MJJ,0.3435,0.3357,0.3208,2
precipitacao,12,2005,MJJ,0.2375,0.4026,0.3598,1
precipitacao,12,2006,MJJ,0.2898,0.3840,0.3262,0
precipitacao,12,2007,MJJ,0.3230,0.3627,0.3142,2
precipitacao,12,2008,MJJ,0.3802,0.2518,0.3680,0
precipitacao,12,2009,MJJ,0.5229,0.2143,0.2629,2
precipitacao,12,2010,MJJ,0.4676,0.2384,0.2940,0
precipitacao,12,2011,MJJ,0.4745,0.2463,0.2792,0
precipitacao,12,2012,MJJ,0.4740,0.2441,0.2819,2
precipitacao,12,2013,MJJ,0.2778,0.4227,0.2995,2
precipitacao,12,2014,MJJ,0.3019,0.4015,0.2966,0
precipitacao,12,2015,MJJ,0.3652,0.3375,0.2974,1
precipitacao,12,2016,MJJ,0.3357,0.4214,0.2429,2
precipitacao,12,2017,MJJ,0.3643,0.3612,0.2745,1
precipitacao,12,2018,MJJ,0.4891,0.2154,0.2954,0
precipitacao,12,2019,MJJ,0.4437,0.2592,0.2971,1
precipitacao,12,2020,MJJ,0.5305,0.2270,0.2425,0
precipitacao,12,2021,MJJ,0.4985,0.2593,0.2422,0
precipitacao,12,2022,MJJ,0.4975,0.2286,0.2740,0
precipitacao,12,2023,MJJ,0.4508,0.2745,0.2747,0
precipitacao,12,2024,MJJ,0.5765,0.1859,0.2376,0
precipitacao,12,2025,MJJ,0.6511,0.1743,0.1746,0
precipitacao,12,1980,JJA,0.2379,0.3071,0.4550,2
precipitacao,12,1981,JJA,0.2762,0.3513,0.3725,2
precipitacao,12,1982,JJA,0.2206,0.2841,0.4953,2
precipitacao,12,1983,JJA,0.2508,0.3703,0.3789,2
precipitacao,12,1984,JJA,0.2888,0.3656,0.3457,1
precipitacao,12,1985,JJA,0.2390,0.2970,0.4640,0
precipitacao,12,1986,JJA,0.2287,0.2575,0.5138,2
precipitacao,12,1987,JJA,0.2972,0.3225,0.3802,1
precipitacao,12,1988,JJA,0.2803,0.4587,0.2611,0
precipitacao,12,1989,JJA,0.2866,0.2809,0.4326,2
precipitacao,12,1990,JJA,0.2380,0.2679,0.4941,2
precipitacao,12,1991,JJA,0.3312,0.3645,0.3042,1
precipitacao,12,1992,JJA,0.3599,0.3819,0.2582,2
precipitacao,12,1993,JJA,0.3516,0.3758,0.2726,1
precipitacao,12,1994,JJA,0.3099,0.3326,0.3575,1
precipitacao,12,1995,JJA,0.3399,0.3300,0.3302,1
precipitacao,12,1996,JJA,0.3229,0.3378,0.3393,0
precipitacao,12,1997,JJA,0.3324,0.2890,0.3786,1
precipitacao,12,1998,JJA,0.2377,0.4169,0.3454,0
precipitacao,12,1999,JJA,0.3553,0.3180,0.3267,1
precipitacao,12,2000,JJA,0.2731,0.2694,0.4575,2
precipitacao,12,2001,JJA,0.2804,0.2906,0.4290,2
precipitacao,12,2002,JJA,0.3089,0.3201,0.3710,0
precipitacao,12,2003,JJA,0.3522,0.4178,0.2299,0
precipitacao,12,2004,JJA,0.3315,0.3293,0.3392,1
precipitacao,12,2005,JJA,0.2966,0.3328,0.3706,0
precipitacao,12,2006,JJA,0.3346,0.3768,0.2886,0
precipitacao,12,2007,JJA,0.3296,0.3293,0.3411,2
precipitacao,12,2008,JJA,0.3700,0.3144,0.3156,1
precipitacao,12,2009,JJA,0.3570,0.3061,0.3368,2
precipitacao,12,2010,JJA,0.3784,0.3572,0.2645,0
precipitacao,12,2011,JJA,0.3718,0.2855,0.3427,1
precipitacao,12,2012,JJA,0.3471,0.3247,0.3282,2
precipitacao,12,2013,JJA,0.3336,0.3467,0.3197,2
precipitacao,12,2014,JJA,0.3731,0.3101,0.3168,1
precipitacao,12,2015,JJA,0.3943,0.3438,0.2619,1
precipitacao,12,2016,JJA,0.4249,0.3959,0.1792,2
precipitacao,12,2017,JJA,0.4055,0.3479,0.2466,0
precipitacao,12,2018,JJA,0.4328,0.3087,0.2585,1
precipitacao,12,2019,JJA,0.4102,0.3284,0.2614,1
precipitacao,12,2020,JJA,0.4704,0.3115,0.2181,1
precipitacao,12,2021,JJA,0.4195,0.3342,0.2463,0
precipitacao,12,2022,JJA,0.3956,0.2979,0.3065,0
precipitacao,12,2023,JJA,0.3730,0.2892,0.3378,0
precipitacao,12,2024,JJA,0.3985,0.4003,0.2012,0
precipitacao,12,2025,JJA,0.4546,0.3588,0.1865,0
precipitacao,12,1980,JAS,0.2985,0.2308,0.4707,2
precipitacao,12,1981,JAS,0.2425,0.2898,0.4677,2
precipitacao,12,1982,JAS,0.1753,0.2837,0.5411,0
precipitacao,12,1983,JAS,0.2467,0.2321,0.5212,2
precipitacao,12,1984,JAS,0.2495,0.2360,0.5145,2
precipitacao,12,1985,JAS,0.2467,0.2919,0.4615,0
precipitacao,12,1986,JAS,0.2489,0.3043,0.4468,2
precipitacao,12,1987,JAS,0.2702,0.3003,0.4294,1
precipitacao,12,1988,JAS,0.3629,0.2774,0.3598,0
precipitacao,12,1989,JAS,0.2650,0.3713,0.3636,2
precipitacao,12,1990,JAS,0.3438,0.3059,0.3503,2
precipitacao,12,1991,JAS,0.2526,0.3248,0.4226,1
precipitacao,12,1992,JAS,0.3524,0.2984,0.3492,2
precipitacao,12,1993,JAS,0.2002,0.4631,0.3367,2
precipitacao,12,1994,JAS,0.2928,0.2811,0.4261,0
precipitacao,12,1995,JAS,0.2936,0.3001,0.4063,2
precipitacao,12,1996,JAS,0.3240,0.3592,0.3168,2
precipitacao,12,1997,JAS,0.3758,0.2897,0.3345,1
precipitacao,12,1998,JAS,0.3270,0.2930,0.3801,2
precipitacao,12,1999,JAS,0.3805,0.2968,0.3227,0
precipitacao,12,2000,JAS,0.3006,0.3729,0.3266,2
precipitacao,12,2001,JAS,0.2926,0.3423,0.3651,2
precipitacao,12,2002,JAS,0.3175,0.3560,0.3265,1
precipitacao,12,2003,JAS,0.3210,0.3955,0.2835,0
precipitacao,12,2004,JAS,0.3248,0.3537,0.3216,0
precipitacao,12,2005,JAS,0.3347,0.3008,0.3645,1
precipitacao,12,2006,JAS,0.2573,0.3956,0.3471,1
precipitacao,12,2007,JAS,0.3752,0.3129,0.3119,1
precipitacao,12,2008,JAS,0.2782,0.4265,0.2954,1
precipitacao,12,2009,JAS,0.3961,0.3503,0.2536,2
precipitacao,12,2010,JAS,0.3856,0.3672,0.2472,1
precipitacao,12,2011,JAS,0.3694,0.3348,0.2958,0
precipitacao,12,2012,JAS,0.3136,0.3955,0.2909,1
precipitacao,12,2013,JAS,0.3281,0.3714,0.3005,1
precipitacao,12,2014,JAS,0.3345,0.3828,0.2828,1
precipitacao,12,2015,JAS,0.3772,0.3919,0.2309,2
precipitacao,12,2016,JAS,0.4721,0.3024,0.2255,0
precipitacao,12,2017,JAS,0.3821,0.3704,0.2475,0
precipitacao,12,2018,JAS,0.4794,0.2940,0.2266,1
precipitacao,12,2019,JAS,0.3777,0.3845,0.2379,1
precipitacao,12,2020,JAS,0.4649,0.3253,0.2098,0
precipitacao,12,2021,JAS,0.4165,0.3658,0.2177,0
precipitacao,12,2022,JAS,0.4591,0.3361,0.2047,1
precipitacao,12,2023,JAS,0.2728,0.4923,0.2349,0
precipitacao,12,2024,JAS,0.4921,0.3209,0.1870,0
precipitacao,12,2025,JAS,0.4691,0.3455,0.1853,0
precipitacao,12,1980,ASO,0.2840,0.3420,0.3740,2
precipitacao,12,1981,ASO,0.2157,0.2879,0.4963,2
precipitacao,12,1982,ASO,0.2216,0.2806,0.4978,2
precipitacao,12,1983,ASO,0.2064,0.3367,0.4569,2
precipitacao,12,1984,ASO,0.2321,0.3525,0.4154,2
precipitacao,12,1985,ASO,0.2742,0.3223,0.4035,0
precipitacao,12,1986,ASO,0.2936,0.2721,0.4343,1
precipitacao,12,1987,ASO,0.2654,0.3235,0.4111,2
precipitacao,12,1988,ASO,0.2483,0.3500,0.4017,1
precipitacao,12,1989,ASO,0.3414,0.2664,0.3922,1
precipitacao,12,1990,ASO,0.3428,0.3162,0.3410,2
precipitacao,12,1991,ASO,0.2516,0.2930,0.4553,1
precipitacao,12,1992,ASO,0.2411,0.3522,0.4067,1
precipitacao,12,1993,ASO,0.2102,0.2787,0.5111,2
precipitacao,12,1994,ASO,0.2610,0.3773,0.3617,0
precipitacao,12,1995,ASO,0.2552,0.3890,0.3558,2
precipitacao,12,1996,ASO,0.2867,0.3460,0.3673,2
precipitacao,12,1997,ASO,0.3540,0.3298,0.3162,2
precipitacao,12,1998,ASO,0.2401,0.4177,0.3422,2
precipitacao,12,1999,ASO,0.3726,0.3354,0.2921,0
precipitacao,12,2000,ASO,0.3891,0.2941,0.3168,1
precipitacao,12,2001,ASO,0.3341,0.3286,0.3372,1
precipitacao,12,2002,ASO,0.3275,0.3375,0.3351,0
precipitacao,12,2003,ASO,0.2998,0.3233,0.3769,1
precipitacao,12,2004,ASO,0.3380,0.3612,0.3007,0
precipitacao,12,2005,ASO,0.3450,0.3171,0.3378,1
precipitacao,12,2006,ASO,0.2755,0.3154,0.4091,0
precipitacao,12,2007,ASO,0.3494,0.3475,0.3031,0
precipitacao,12,2008,ASO,0.3509,0.3537,0.2954,2
precipitacao,12,2009,ASO,0.4244,0.3472,0.2283,2
precipitacao,12,2010,ASO,0.3442,0.3302,0.3256,1
precipitacao,12,2011,ASO,0.4113,0.3601,0.2285,0
precipitacao,12,2012,ASO,0.3403,0.3490,0.3107,0
precipitacao,12,2013,ASO,0.3587,0.3646,0.2768,1
precipitacao,12,2014,ASO,0.3827,0.3028,0.3144,0
precipitacao,12,2015,ASO,0.4044,0.3376,0.2580,2
precipitacao,12,2016,ASO,0.3748,0.3628,0.2624,1
precipitacao,12,2017,ASO,0.4488,0.2844,0.2668,0
precipitacao,12,2018,ASO,0.4344,0.3423,0.2233,1
precipitacao,12,2019,ASO,0.4086,0.3360,0.2554,0
precipitacao,12,2020,ASO,0.4149,0.3565,0.2286,1
precipitacao,12,2021,ASO,0.4364,0.3284,0.2352,0
precipitacao,12,2022,ASO,0.5157,0.3099,0.1744,2
precipitacao,12,2023,ASO,0.5059,0.2507,0.2434,1
precipitacao,12,2024,ASO,0.3411,0.4303,0.2286,0
precipitacao,12,2025,ASO,0.4339,0.3222,0.2440,0
precipitacao,12,1980,SON,0.2788,0.4080,0.3132,1
precipitacao,12,1981,SON,0.2793,0.2727,0.4480,1
precipitacao,12,1982,SON,0.2912,0.3349,0.3739,2
precipitacao,12,1983,SON,0.2156,0.4455,0.3389,2
precipitacao,12,1984,SON,0.2594,0.3483,0.3923,1
precipitacao,12,1985,SON,0.3137,0.4239,0.2624,0
precipitacao,12,1986,SON,0.2691,0.3852,0.3458,0
precipitacao,12,1987,SON,0.2936,0.4014,0.3050,2
precipitacao,12,1988,SON,0.3332,0.3717,0.2950,1
precipitacao,12,1989,SON,0.3607,0.3131,0.3262,1
precipitacao,12,1990,SON,0.3136,0.3636,0.3228,1
precipitacao,12,1991,SON,0.2627,0.3455,0.3918,1
precipitacao,12,1992,SON,0.2576,0.3138,0.4286,1
precipitacao,12,1993,SON,0.2171,0.3174,0.4655,2
precipitacao,12,1994,SON,0.2836,0.3915,0.3250,0
precipitacao,12,1995,SON,0.2719,0.3864,0.3417,2
precipitacao,12,1996,SON,0.3162,0.3138,0.3699,2
precipitacao,12,1997,SON,0.3660,0.3140,0.3200,2
precipitacao,12,1998,SON,0.2809,0.3560,0.3631,1
precipitacao,12,1999,SON,0.3974,0.3208,0.2818,0
precipitacao,12,2000,SON,0.3902,0.3448,0.2651,2
precipitacao,12,2001,SON,0.3057,0.3124,0.3819,0
precipitacao,12,2002,SON,0.3169,0.3302,0.3528,0
precipitacao,12,2003,SON,0.2742,0.3702,0.3556,0
precipitacao,12,2004,SON,0.3674,0.3453,0.2873,1
precipitacao,12,2005,SON,0.3251,0.3469,0.3281,1
precipitacao,12,2006,SON,0.2921,0.3093,0.3986,2
precipitacao,12,2007,SON,0.3367,0.3388,0.3245,0
precipitacao,12,2008,SON,0.3783,0.2895,0.3322,2
precipitacao,12,2009,SON,0.3902,0.3433,0.2665,2
precipitacao,12,2010,SON,0.3605,0.3006,0.3389,1
precipitacao,12,2011,SON,0.4162,0.2816,0.3022,0
precipitacao,12,2012,SON,0.3342,0.2884,0.3774,0
precipitacao,12,2013,SON,0.3248,0.3515,0.3237,2
precipitacao,12,2014,SON,0.3323,0.2898,0.3779,0
precipitacao,12,2015,SON,0.3644,0.2890,0.3466,2
precipitacao,12,2016,SON,0.3170,0.3927,0.2903,2
precipitacao,12,2017,SON,0.4017,0.2919,0.3064,0
precipitacao,12,2018,SON,0.4039,0.3034,0.2928,1
precipitacao,12,2019,SON,0.3865,0.3123,0.3012,0
precipitacao,12,2020,SON,0.3885,0.3125,0.2991,0
precipitacao,12,2021,SON,0.4166,0.2688,0.3147,0
precipitacao,12,2022,SON,0.5209,0.2736,0.2055,2
precipitacao,12,2023,SON,0.4222,0.2578,0.3200,1
precipitacao,12,2024,SON,0.3243,0.3721,0.3036,0
precipitacao,12,2025,SON,0.4573,0.2390,0.3037,1
precipitacao,12,1980,OND,0.3144,0.3007,0.3849,2
precipitacao,12,1981,OND,0.3166,0.2772,0.4063,1
precipitacao,12,1982,OND,0.3635,0.3409,0.2956,2
precipitacao,12,1983,OND,0.2513,0.4627,0.2860,2
precipitacao,12,1984,OND,0.2831,0.3446,0.3723,1
precipitacao,12,1985,OND,0.3245,0.2290,0.4464,0
precipitacao,12,1986,OND,0.3046,0.3051,0.3904,2
precipitacao,12,1987,OND,0.3244,0.3049,0.3707,2
precipitacao,12,1988,OND,0.3069,0.2738,0.4193,0
precipitacao,12,1989,OND,0.2883,0.3897,0.3221,0
precipitacao,12,1990,OND,0.3300,0.2978,0.3722,0
precipitacao,12,1991,OND,0.2910,0.2968,0.4123,0
precipitacao,12,1992,OND,0.2653,0.4101,0.3246,1
precipitacao,12,1993,OND,0.1961,0.4349,0.3690,0
precipitacao,12,1994,OND,0.3456,0.2759,0.3785,2
precipitacao,12,1995,OND,0.2809,0.4147,0.3045,1
precipitacao,12,1996,OND,0.2934,0.3765,0.3301,2
precipitacao,12,1997,OND,0.3592,0.3154,0.3254,2
precipitacao,12,1998,OND,0.2902,0.3497,0.3601,0
precipitacao,12,1999,OND,0.3328,0.2832,0.3840,0
precipitacao,12,2000,OND,0.3458,0.3155,0.3387,2
